id,avg_kill_ratio
account.350c9a09e12b44eeb02d3cda7cae0331,0.9275
account.3524efb4bb654161b24fca9b6bb3c6f5,0.8095
account.356e3ed69ce24d36aaccb10ee533256e,0.8
account.359d5272a8db4de49673eb6e17f57d9a,0.4783
account.35d30782b2e642bd8283a5fa6ace78dd,0.9
account.36c630c9445244a9ad343364cc97266d,0.8233
account.7eb15ee4645147c689d4fa0bad4d0f57,0.9283
account.7ee96250641740ada902da429b08cc6f,0.8
account.7f2957307e9c40b2b8fd0addf68339db,0.7818
account.7f8fb41bf16942749a6fc9f6588bf5bd,0.7727
account.7fe9ea4ef2384fabbf0c7a47579dc9da,0.0
account.802a5702f2a549fbac124e673451d1fb,1.0
account.806a4cda075744439289a3989ef377da,0.8529
account.806ec3e5ca3e43bd98d80e4874503c40,0.9683
account.80f9f290906c492ba0ba4e068d220a77,0.7273
account.819f0a40f16f43f9814cf69b4633bdb4,0.8692
account.827c03f66e704558bde644cff6893512,0.8571
account.82a1e3f1d93949b287d69c18d7dfd737,0.7368
account.82c22a2edbf848dea8d871a5b629cac6,0.3333
account.8347d94efd6c414f9ce1ed291a709c7f,0.7419
account.8472adddde044ec98766c73ff3098c9e,0.1818
account.8513790adf254c3285de23c952a4f831,0.8235
account.854b4612b62e4e059e74818d261f79c1,0.7348
account.85dd955c286f4014b51846159ea4b11a,0.8636
account.85f19c3be4c84d54a61138f1006e43a7,0.9263
account.8617cfce4b4340ffa1c64ff72fd428e4,0.3333
account.8643d9b0b3334e75b96a95404c9cd7df,0.7199
account.869fc2de33ef4e589f704db891eaf6d3,0.7812
account.86e152b787d648b1bdd58d0a78aa63f5,0.5954
account.873b4e36723e43a7a1818eb2d12e4e7a,0.5911
account.8762271a7ff5464c8295d145455b3f2a,0.68
account.87ba8ab3d0f6474c9f9e1731c9cb8b57,0.4008
account.87bd95354f664555983445281fcea278,0.7143
account.883c6e17b70b4534abe55125ce4c763c,0.9444
account.886271c055364d50975001ffd9395211,0.1513
account.88644976832b4d6298e48581e31e8be3,0.8322
account.888c1cfb14fc4479a0103061b6228f04,0.8182
account.88ae84cf7b8d409ea75abbe3a9c873d8,0.88
account.895173af71a24ea3b500dc04b63283e2,0.5
account.89ddd70957e246e3aa2a82f4020b585d,0.4
account.8a0893588f6940feb0746470c8740f30,0.7255
account.8a2fc39ba1cd4f4580fc15460de34546,0.7394
account.8aa3e9ca7e2f40a5a0b75ebe6e1dee74,0.9197
account.8ae9d8e7dbd54358a57caa1e3ed97e2e,0.3793
account.8b1b351464244ff9b13bc7c2e53fb71f,0.8558
account.8bf1b7487c2a40e6a6124093906b9190,0.9349
account.8c4f5e6e48d945e4830b6970905d6614,0.8
account.8c52a33488664726b4127718d9db2abe,0.6357
account.8d1040a46fb847b89bfa5ed7216b4d99,0.8824
account.8d2f759e7e9f4922bc3d8524d88854c8,0.5
account.8d340320fb604d128fd4b722f94a53f4,0.0
account.8d69e352069147749f81d1afc09b71e4,0.7506
account.8dcbb5184b8a46d49bfacf227b028266,0.8392
account.8e7b68ad7b514bd4a008db7dc787ea0e,0.5556
account.8ec434ba5a2046569fea4245e9415047,0.8977
account.8ed8d4f82ec24f708eb0ea40f603590d,0.975
account.8eff152b35a5423d8c9b409bb9686467,0.4545
account.8f4ecfb427224fc794a9342d52164640,0.7308
account.903b83e20007475da00d572dd4a52ee4,0.7965
account.90dd9becbba74288acd4419bdd9211b3,0.8778
account.9119fd945ba444f29a773c6587bd5dd5,0.7767
account.9129efe4879941bf9f0c3c6df31c6ae4,0.8125
account.913196d9247b4543b64b18584b683ace,0.4881
account.9196d59069df4ec190f930f99fd0a298,0.9545
account.9218d5b1cd5d4635b58efe253133e9d8,0.6333
account.9298b2cf2c8340238bd054237d6ba537,0.7083
account.92a33611b82f4f228caab2c6f9e50ce2,0.8857
account.92abcecfdb22452cb80eebdb4dd5c113,0.9677
account.92b450bd571048539d9aa7847a0263a9,0.8704
account.936f5ac78cb14e689583cbf2ce2dc76d,0.8519
account.938f97ff23f449a3a702c92e56bec459,0.7333
account.93a1397a289f4c42b7b15d9695b4b61f,0.9355
account.944f5c239ab64ac084c30edb4fda681a,0.7368
account.94ea9b17fe5c41df9d053eb19de5c1d7,0.8727
account.9558a3c44adb4d538f53835db360cb43,0.9811
account.95aaae7797d142289f367a8a07e2383b,0.8516
account.95aea3e2d4eb4848b6c9c23136874cc3,0.6667
account.960477c17c7c4080956a2424f7f458a7,0.8382
account.9619606b38c24454ba031a2a64206b9d,0.8049
account.966888f97a0c4989bbe345c3d7db094b,0.8095
account.96c1ac8f5d68467c8cab986f637b8bd6,0.9643
account.973701f037a9411b968dd2cb92825806,0.9265
account.97da4848bd3d489f9b6e80af8e559655,0.8906
account.9853c6e0b6294ff586b847370eb9909c,0.7225
account.9868ec8c5e724f6abab0589bcd1c515c,0.9882
account.988aebcaabd5404985ac233d499bb880,0.6667
account.993dab3972514a089c3cd482a8e09355,0.913
account.002dced5b2734143a4133cb58e0d0724,0.8865
account.0087b5d4a4b244279af9138986bf52d3,0.6923
account.00a68dddf4284329aa8b9e7c38481c5a,0.9205
account.010f308648c24b8ebea84187aa518ee9,0.6667
account.012829a2fa344a2884359b4a85e49cb9,0.8889
account.0198bd285eff46c3bf2f6b476566c301,0.568
account.021034455f5141a8b9f3e2d2891c31a6,1.0
account.0230c074aec741848b646814fb342b61,0.9146
account.028e1de9da8347e8b5dba7edc0e96a42,0.7771
account.036236700880489b9123c5ddf24a5dd6,0.3966
account.0364edd6b71d42129abd26279eebedf2,0.6667
account.047adeab5f0943888776a66750297439,0.3333
account.049286f446af491c843da80560efdb48,0.3333
account.0536aadfd883421cbe3089df40761c96,0.3928
account.05e65062c0894ef7b0859332f069ca53,0.8872
account.05e7638fb10b485f941a8be1a1ce0a52,0.94
account.061030d96d574c65a13c4c01e2ad6442,0.5714
account.06fc95d3e0044d8a985bffd2cf420ac8,0.7778
account.080773887b054ce9915d5b80a0960f3f,0.8369
account.080fb6183a1549f89e2f705b033e39db,0.8113
account.089ce506ec5e48fd8679f67548cf731c,0.6557
account.08e5f0a9566449d2b8afad49f5f512c3,0.9394
account.090ca369bd5d48438971b5d51591a178,0.5417
account.0933610baac54d4f9d6b057e8ff9469d,0.9167
account.09445352c97649338afdb4d2280e461d,0.8788
account.09a38eeaab7045cc954f9ab9fa4051ac,0.9452
account.0a54b34980b7420484300228a1bd5b2d,0.7333
account.0a699b1fd1a6488f8c3ceceea7637783,0.8225
account.0abf0818476a476a808e5e0857b0f3d9,0.6205
account.0b5f74aef16444d7b2eb18258fa5a86a,0.873
account.0b8f9c8248144b8f9fd737c9466590a5,0.8049
account.0b9371057aff4d8faaff135f2663578f,0.9535
account.0bd265abac6347859df7436637162725,0.5091
account.0c00e268383f4080a33986107da5826a,0.0
account.0c01d1f5a6ff4a77a738f6677a785afa,0.8925
account.0c2f86e8457048e88c1284452d131c96,0.8828
account.0c363f8486d842348d8433e841aaa296,1.0
account.0c84b9a79a054eacb49dad2d2821c947,0.8083
account.0dfc29b5f0df4449a8468b2f49bdc447,0.8679
account.0e6c9f5796a546daaa82e38bb0875ba0,0.5335
account.0f0c43b9637242329435afda0cce93f5,0.9132
account.0f6870edc6a24567a5de2ae27cd5eb49,0.9362
account.10471552a4c148d6b0dfc80a6c60ec29,0.92
account.11462655a8004855a4d55172327e1158,0.8182
account.11c1abde6d7f4effb0d8c10bf5ea89b2,0.9057
account.11d8611121bd4ad69e6a96ef2774c515,0.4762
account.11dbd81ee12c4e9aa6db1a67526dc766,0.5769
account.1237ba46d3964f4887f44c1eccbd4a0f,0.9016
account.1326d0c5673a4802a375b61bc45eb696,0.8889
account.133f1a71491d4205ae403df169998609,0.8485
account.1349bfea56534f2ebc52ed991ef098b3,0.6667
account.13571f5cf14848749eaa52f992dfc9b8,0.7456
account.13701d22f0ea44beb62f7a34f83383f3,0.6714
account.13a288f5b2f54867941ead317fc583f3,0.9
account.14b25aed99ae4567845bf441c1a3e177,0.8598
account.1543fe27b54c49268e28a4e0171f8e5c,0.9412
account.1581b3bb33d3426fbb9e4ed28dfaf73b,0.8222
account.15ee417fdd9b40b1b3b8c08f478f9434,0.5
account.15ff5728cde94200aa426d387cc5fbc5,0.6111
account.163e0bfb4d894c358f6f044fb426de97,0.7711
account.167931188aa841529ca3ba1bf0fd1372,0.8235
account.16a839c78e8a473eb0d0e6c99902681f,0.35
account.16b8bc62a014480590fe7bbf98b732d2,0.94
account.16bb998a32fd47d88c6d77b8177d6071,1.0
account.17477631dcab4cf19a3ec0d83d2f296f,0.9251
account.1780f8ae4acf408ebc4edd7d56ede359,0.9592
account.178b1f35a776436ebeef7a1a9077be62,0.8026
account.178b7a53b2954c72988876fea10779ea,0.8184
account.17de1ad09db94df780aaac0659897c16,0.5714
account.18603d18779e4b289489f5615d8d763d,0.4
account.186c1139c9fc41ce89ae954fdac8e8ac,0.6103
account.193c7100e4954f788f476b191c1148a4,0.963
account.19504dff1674455d9f834e629e3381f4,0.9636
account.1967eff958664898ac329bbebba9f4a3,0.5842
account.19dc5f07a2114f52a13568e1e1f4df14,0.9077
account.19f9ab693fa44b4fb3b90c1107bd8724,0.9375
account.1a4da5ed0cce43ada09cad71cdde4486,0.84
account.1b260a3db7ce4a32b1bb47399140e754,0.9828
account.1b9abcfb7334480696e3bbbad5031718,0.8848
account.1b9dacf5f2d54a1a9d905ad64d751e01,0.2
account.1baf22d182bd4d538fcd0f59fd9cb96b,0.8235
